travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
Economy,"[{'w': 6, 'dim': [29, 32, 22]}, {'w': 0, 'dim': [29, 23, 21]}]",[],"[{'w': 17, 'dim': [97, 52, 33]}, {'w': 12, 'dim': [55, 55, 37]}]",child,True,Checked luggage complies with the policy.,250
Economy,"[{'w': 5, 'dim': [32, 35, 14]}, {'w': 0, 'dim': [32, 25, 21]}]","[{'w': 63, 'dim': [57, 31, 36]}, {'w': 15, 'dim': [70, 61, 39]}]","[{'w': 7, 'dim': [69, 55, 27]}]",infant,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 22, 'dim': [74, 60, 45]}, {'w': 19, 'dim': [73, 64, 49]}]","[{'w': 39, 'dim': [57, 42, 42]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [32, 29, 15]}, {'w': 8, 'dim': [49, 26, 23]}]","[{'w': 0, 'dim': [74, 35, 23]}, {'w': 0, 'dim': [80, 49, 39]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 0, 'dim': [84, 50, 34]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 2, 'dim': [46, 27, 21]}]","[{'w': 0, 'dim': [83, 50, 50]}]","[{'w': 22, 'dim': [79, 40, 21]}, {'w': 0, 'dim': [74, 61, 36]}, {'w': 48, 'dim': [84, 74, 23]}]",adult,False,Item with weight 48kg or size 181cm must be shipped as cargo.,275
First,[],"[{'w': 0, 'dim': [51, 64, 50]}, {'w': 29, 'dim': [51, 48, 45]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [47, 23, 29]}]","[{'w': 0, 'dim': [75, 51, 42]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 3, 'dim': [28, 40, 25]}, {'w': 21, 'dim': [46, 39, 18]}]","[{'w': 0, 'dim': [86, 63, 33]}]","[{'w': 18, 'dim': [56, 73, 43]}, {'w': 9, 'dim': [91, 79, 43]}]",infant,False,Exceeded carry-on weight limit.,0
First,"[{'w': 14, 'dim': [41, 27, 15]}]",[],"[{'w': 0, 'dim': [58, 66, 49]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [32, 29, 17]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 12, 'dim': [43, 36, 10]}, {'w': 0, 'dim': [41, 23, 30]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 13, 'dim': [31, 25, 27]}, {'w': 0, 'dim': [45, 28, 12]}]","[{'w': 0, 'dim': [54, 45, 43]}]","[{'w': 0, 'dim': [53, 64, 27]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [30, 38, 18]}, {'w': 2, 'dim': [25, 21, 23]}]","[{'w': 27, 'dim': [63, 37, 43]}]",[],child,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 10, 'dim': [34, 20, 14]}]",[],"[{'w': 32, 'dim': [70, 76, 45]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 5, 'dim': [32, 23, 27]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [30, 30, 20]}, {'w': 6, 'dim': [32, 29, 24]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,[],[],"[{'w': 14, 'dim': [50, 53, 50]}, {'w': 21, 'dim': [56, 80, 43]}, {'w': 8, 'dim': [95, 72, 49]}]",child,False,Item with weight 8kg or size 216cm must be shipped as cargo.,400
First,"[{'w': 0, 'dim': [27, 22, 19]}]",[],"[{'w': 18, 'dim': [55, 35, 48]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [37, 33, 10]}]","[{'w': 0, 'dim': [77, 39, 46]}]","[{'w': 3, 'dim': [55, 30, 29]}]",adult,True,Checked luggage complies with the policy.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 23, 'dim': [37, 28, 28]}, {'w': 0, 'dim': [33, 25, 28]}]",[],"[{'w': 14, 'dim': [57, 47, 40]}, {'w': 6, 'dim': [96, 69, 35]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 13, 'dim': [46, 30, 14]}, {'w': 17, 'dim': [25, 32, 14]}]","[{'w': 0, 'dim': [87, 51, 24]}]","[{'w': 27, 'dim': [71, 72, 32]}, {'w': 28, 'dim': [55, 61, 28]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],"[{'w': 8, 'dim': [84, 59, 34]}, {'w': 2, 'dim': [96, 47, 40]}]",adult,True,Checked luggage complies with the policy.,350
Business,[],"[{'w': 0, 'dim': [70, 30, 49]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 15, 'dim': [48, 24, 12]}]","[{'w': 34, 'dim': [56, 30, 29]}]","[{'w': 0, 'dim': [71, 80, 24]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 7, 'dim': [71, 30, 23]}, {'w': 0, 'dim': [68, 36, 36]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [23, 37, 23]}]","[{'w': 12, 'dim': [85, 53, 47]}, {'w': 7, 'dim': [66, 59, 34]}]","[{'w': 8, 'dim': [71, 70, 39]}, {'w': 10, 'dim': [54, 32, 32]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 0, 'dim': [87, 32, 29]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 10, 'dim': [74, 51, 29]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [28, 24, 17]}]","[{'w': 0, 'dim': [90, 34, 49]}]","[{'w': 10, 'dim': [83, 62, 24]}]",child,True,Checked luggage complies with the policy.,100
Business,[],"[{'w': 0, 'dim': [60, 44, 27]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [41, 38, 26]}, {'w': 7, 'dim': [20, 40, 26]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 9, 'dim': [23, 36, 17]}, {'w': 1, 'dim': [30, 35, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 3, 'dim': [47, 26, 11]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [46, 20, 20]}, {'w': 0, 'dim': [46, 22, 17]}]",[],"[{'w': 9, 'dim': [83, 73, 33]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],"[{'w': 0, 'dim': [83, 53, 41]}, {'w': 0, 'dim': [62, 50, 24]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [30, 25, 14]}, {'w': 0, 'dim': [25, 23, 30]}]","[{'w': 17, 'dim': [68, 37, 47]}]","[{'w': 21, 'dim': [99, 64, 27]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 11, 'dim': [43, 27, 13]}, {'w': 0, 'dim': [22, 36, 23]}]","[{'w': 0, 'dim': [51, 41, 47]}, {'w': 0, 'dim': [69, 44, 35]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [22, 29, 24]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 20, 'dim': [74, 37, 24]}, {'w': 12, 'dim': [88, 63, 20]}]","[{'w': 7, 'dim': [92, 53, 30]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 37, 26]}]","[{'w': 0, 'dim': [59, 70, 48]}]",[],infant,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 20, 'dim': [79, 30, 48]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 13, 'dim': [20, 38, 19]}]","[{'w': 0, 'dim': [60, 69, 40]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 8, 'dim': [26, 33, 13]}]","[{'w': 2, 'dim': [63, 38, 36]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [31, 34, 21]}]",[],"[{'w': 24, 'dim': [56, 65, 42]}, {'w': 0, 'dim': [52, 60, 29]}, {'w': 0, 'dim': [91, 67, 35]}]",adult,True,Checked luggage complies with the policy.,575
First,[],[],"[{'w': 15, 'dim': [64, 54, 48]}, {'w': 52, 'dim': [67, 39, 49]}, {'w': 26, 'dim': [80, 50, 29]}]",child,False,Item with weight 52kg or size 155cm must be shipped as cargo.,475
Business,"[{'w': 9, 'dim': [33, 33, 23]}]","[{'w': 0, 'dim': [63, 51, 40]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [37, 33, 11]}]",[],"[{'w': 13, 'dim': [64, 51, 43]}]",child,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 25, 'dim': [52, 52, 27]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 15, 'dim': [63, 61, 33]}]","[{'w': 23, 'dim': [73, 46, 21]}, {'w': 7, 'dim': [99, 61, 48]}, {'w': 28, 'dim': [83, 32, 25]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 5, 'dim': [41, 40, 17]}]",[],"[{'w': 32, 'dim': [90, 58, 29]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 0, 'dim': [38, 29, 19]}, {'w': 4, 'dim': [50, 38, 14]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 20, 'dim': [38, 30, 28]}, {'w': 0, 'dim': [44, 31, 25]}]","[{'w': 13, 'dim': [61, 62, 26]}, {'w': 9, 'dim': [53, 53, 27]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [39, 33, 15]}, {'w': 0, 'dim': [21, 25, 27]}]","[{'w': 1, 'dim': [72, 48, 41]}, {'w': 0, 'dim': [56, 48, 30]}]","[{'w': 28, 'dim': [67, 40, 29]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 0, 'dim': [87, 62, 47]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 29, 'dim': [71, 34, 31]}, {'w': 0, 'dim': [90, 30, 43]}]","[{'w': 0, 'dim': [51, 34, 21]}]",infant,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 1, 'dim': [24, 32, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 6, 'dim': [38, 34, 29]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [33, 33, 21]}]",[],"[{'w': 41, 'dim': [80, 35, 34]}, {'w': 0, 'dim': [55, 42, 48]}]",adult,False,Item with weight 41kg or size 149cm must be shipped as cargo.,75
Economy,"[{'w': 19, 'dim': [49, 31, 26]}]","[{'w': 24, 'dim': [58, 63, 23]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 26, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 15, 'dim': [49, 34, 21]}]",[],"[{'w': 19, 'dim': [89, 41, 50]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [50, 25, 13]}, {'w': 0, 'dim': [37, 29, 25]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [39, 28, 16]}, {'w': 13, 'dim': [29, 28, 28]}]","[{'w': 0, 'dim': [89, 45, 27]}, {'w': 0, 'dim': [60, 60, 32]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [22, 21, 26]}]","[{'w': 20, 'dim': [59, 38, 25]}]","[{'w': 0, 'dim': [69, 32, 47]}, {'w': 12, 'dim': [79, 47, 30]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 10, 'dim': [36, 25, 21]}]",[],"[{'w': 0, 'dim': [100, 45, 40]}, {'w': 34, 'dim': [82, 38, 42]}, {'w': 0, 'dim': [89, 33, 44]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 6, 'dim': [30, 40, 11]}, {'w': 1, 'dim': [29, 37, 18]}]","[{'w': 15, 'dim': [87, 32, 50]}, {'w': 0, 'dim': [90, 70, 29]}]","[{'w': 14, 'dim': [89, 31, 27]}, {'w': 0, 'dim': [87, 44, 21]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 12, 'dim': [88, 69, 24]}, {'w': 0, 'dim': [90, 53, 22]}]","[{'w': 28, 'dim': [50, 78, 50]}, {'w': 29, 'dim': [99, 60, 44]}, {'w': 19, 'dim': [90, 73, 29]}]",adult,True,Checked luggage complies with the policy.,450
Economy,[],"[{'w': 0, 'dim': [89, 64, 23]}]","[{'w': 0, 'dim': [84, 33, 25]}, {'w': 32, 'dim': [66, 41, 34]}]",adult,True,Checked luggage complies with the policy.,225
Economy,"[{'w': 11, 'dim': [47, 35, 14]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [28, 23, 14]}]","[{'w': 0, 'dim': [86, 39, 31]}]","[{'w': 47, 'dim': [52, 46, 27]}, {'w': 41, 'dim': [72, 38, 46]}]",adult,False,Item with weight 47kg or size 125cm must be shipped as cargo.,75
Business,"[{'w': 11, 'dim': [24, 30, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [26, 23, 11]}, {'w': 13, 'dim': [37, 31, 22]}]","[{'w': 17, 'dim': [79, 51, 44]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 17, 'dim': [44, 37, 22]}]",[],"[{'w': 18, 'dim': [68, 68, 25]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [31, 21, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [27, 25, 10]}]","[{'w': 0, 'dim': [78, 56, 42]}]","[{'w': 33, 'dim': [88, 44, 36]}, {'w': 0, 'dim': [54, 62, 22]}]",adult,False,Item with weight 33kg or size 168cm must be shipped as cargo.,325
Business,"[{'w': 2, 'dim': [43, 28, 20]}]",[],"[{'w': 16, 'dim': [64, 51, 20]}, {'w': 0, 'dim': [82, 72, 36]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [38, 33, 21]}]","[{'w': 31, 'dim': [61, 64, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 0, 'dim': [90, 68, 47]}]",adult,False,Item with weight 0kg or size 205cm must be shipped as cargo.,0
Business,"[{'w': 2, 'dim': [25, 30, 22]}, {'w': 0, 'dim': [44, 29, 11]}]",[],"[{'w': 16, 'dim': [80, 60, 39]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],[],"[{'w': 49, 'dim': [78, 73, 44]}]",adult,False,Item with weight 49kg or size 195cm must be shipped as cargo.,175
Business,"[{'w': 2, 'dim': [30, 24, 21]}, {'w': 16, 'dim': [22, 27, 22]}]","[{'w': 0, 'dim': [64, 33, 34]}, {'w': 0, 'dim': [65, 34, 28]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [35, 23, 26]}, {'w': 0, 'dim': [40, 25, 10]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],[],"[{'w': 0, 'dim': [74, 74, 50]}, {'w': 29, 'dim': [50, 33, 37]}]",child,True,Checked luggage complies with the policy.,325
First,"[{'w': 8, 'dim': [47, 27, 27]}, {'w': 7, 'dim': [23, 22, 14]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 20, 'dim': [97, 73, 44]}, {'w': 0, 'dim': [95, 70, 28]}]",adult,False,Item with weight 20kg or size 214cm must be shipped as cargo.,0
First,"[{'w': 0, 'dim': [20, 30, 27]}, {'w': 14, 'dim': [44, 24, 18]}]","[{'w': 32, 'dim': [71, 30, 21]}, {'w': 0, 'dim': [85, 60, 31]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],"[{'w': 4, 'dim': [58, 51, 29]}, {'w': 2, 'dim': [84, 31, 36]}]",adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 1, 'dim': [51, 33, 22]}, {'w': 31, 'dim': [57, 40, 27]}]","[{'w': 0, 'dim': [80, 67, 47]}, {'w': 22, 'dim': [89, 74, 23]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 25, 'dim': [62, 57, 27]}]","[{'w': 0, 'dim': [63, 50, 50]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [25, 34, 18]}, {'w': 14, 'dim': [41, 34, 22]}]","[{'w': 87, 'dim': [73, 67, 33]}, {'w': 21, 'dim': [88, 43, 23]}]","[{'w': 18, 'dim': [95, 54, 34]}, {'w': 29, 'dim': [99, 74, 32]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 48, 'dim': [65, 35, 23]}]","[{'w': 11, 'dim': [58, 54, 31]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 0, 'dim': [68, 61, 46]}]",child,True,Checked luggage complies with the policy.,100
Business,[],[],"[{'w': 6, 'dim': [95, 51, 23]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 28, 'dim': [37, 24, 14]}]","[{'w': 7, 'dim': [58, 70, 30]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 7, 'dim': [23, 36, 14]}]",[],"[{'w': 25, 'dim': [77, 68, 49]}, {'w': 28, 'dim': [65, 62, 22]}]",adult,True,Checked luggage complies with the policy.,400
Business,"[{'w': 8, 'dim': [41, 21, 10]}, {'w': 0, 'dim': [38, 31, 10]}]","[{'w': 0, 'dim': [51, 43, 44]}, {'w': 23, 'dim': [89, 60, 25]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 5, 'dim': [31, 22, 18]}, {'w': 0, 'dim': [32, 29, 30]}]","[{'w': 24, 'dim': [63, 32, 42]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 15, 'dim': [69, 34, 36]}]","[{'w': 18, 'dim': [82, 78, 43]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 13, 'dim': [90, 49, 27]}, {'w': 9, 'dim': [88, 36, 50]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 0, 'dim': [54, 55, 32]}, {'w': 0, 'dim': [67, 40, 37]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],[],"[{'w': 16, 'dim': [93, 70, 43]}]",adult,False,Item with weight 16kg or size 206cm must be shipped as cargo.,0
Economy,"[{'w': 0, 'dim': [36, 34, 25]}, {'w': 0, 'dim': [27, 24, 19]}]","[{'w': 21, 'dim': [87, 67, 34]}]",[],infant,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [45, 29, 11]}, {'w': 5, 'dim': [24, 32, 24]}]","[{'w': 27, 'dim': [53, 55, 25]}]","[{'w': 0, 'dim': [86, 61, 23]}]",infant,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [23, 32, 27]}]","[{'w': 0, 'dim': [59, 55, 49]}]","[{'w': 21, 'dim': [64, 30, 28]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 22, 'dim': [52, 51, 29]}, {'w': 9, 'dim': [75, 50, 26]}]","[{'w': 0, 'dim': [52, 65, 42]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 0, 'dim': [100, 55, 28]}, {'w': 13, 'dim': [72, 45, 26]}]",infant,True,Checked luggage complies with the policy.,325
First,"[{'w': 1, 'dim': [43, 39, 27]}, {'w': 0, 'dim': [35, 26, 30]}]",[],"[{'w': 42, 'dim': [72, 49, 34]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 2, 'dim': [22, 20, 22]}, {'w': 2, 'dim': [46, 20, 15]}]",[],"[{'w': 0, 'dim': [59, 44, 28]}, {'w': 37, 'dim': [64, 74, 35]}]",adult,False,Item with weight 37kg or size 173cm must be shipped as cargo.,325
First,"[{'w': 16, 'dim': [22, 37, 18]}, {'w': 0, 'dim': [45, 36, 14]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 22, 'dim': [88, 32, 20]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 6, 'dim': [45, 28, 14]}, {'w': 17, 'dim': [48, 27, 18]}]","[{'w': 0, 'dim': [88, 65, 29]}, {'w': 0, 'dim': [62, 69, 22]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [49, 24, 30]}]","[{'w': 27, 'dim': [76, 42, 44]}]","[{'w': 19, 'dim': [99, 57, 37]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [37, 30, 30]}, {'w': 12, 'dim': [30, 37, 16]}]","[{'w': 12, 'dim': [58, 61, 32]}]","[{'w': 16, 'dim': [86, 70, 40]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [31, 38, 17]}, {'w': 0, 'dim': [39, 32, 20]}]",[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 7, 'dim': [30, 35, 17]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 17, 'dim': [43, 38, 10]}]","[{'w': 27, 'dim': [77, 68, 40]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 50, 'dim': [60, 47, 30]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 15, 'dim': [34, 30, 27]}, {'w': 0, 'dim': [25, 37, 29]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 14, 'dim': [42, 30, 30]}, {'w': 11, 'dim': [40, 32, 30]}]",[],"[{'w': 16, 'dim': [67, 48, 47]}, {'w': 10, 'dim': [54, 67, 42]}]",infant,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 17, 'dim': [68, 66, 38]}, {'w': 14, 'dim': [63, 48, 36]}]","[{'w': 6, 'dim': [75, 37, 49]}, {'w': 21, 'dim': [97, 72, 35]}]",infant,False,Exceeded carry-on weight limit.,0
First,"[{'w': 4, 'dim': [41, 34, 15]}, {'w': 0, 'dim': [41, 37, 25]}]",[],"[{'w': 0, 'dim': [73, 61, 32]}]",adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 0, 'dim': [78, 58, 26]}]","[{'w': 35, 'dim': [62, 33, 41]}]",adult,False,Item with weight 35kg or size 136cm must be shipped as cargo.,75
Economy,"[{'w': 0, 'dim': [30, 33, 23]}]","[{'w': 48, 'dim': [77, 30, 33]}, {'w': 0, 'dim': [87, 35, 42]}]","[{'w': 0, 'dim': [67, 64, 48]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [45, 24, 12]}, {'w': 0, 'dim': [35, 39, 16]}]","[{'w': 5, 'dim': [84, 60, 48]}]","[{'w': 12, 'dim': [69, 34, 49]}, {'w': 26, 'dim': [100, 49, 20]}, {'w': 1, 'dim': [79, 66, 28]}, {'w': 31, 'dim': [54, 58, 35]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [49, 32, 10]}]","[{'w': 0, 'dim': [89, 31, 36]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [22, 20, 11]}, {'w': 2, 'dim': [31, 23, 25]}]","[{'w': 3, 'dim': [52, 62, 41]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 0, 'dim': [65, 54, 25]}]","[{'w': 43, 'dim': [100, 57, 27]}, {'w': 3, 'dim': [51, 46, 23]}, {'w': 0, 'dim': [57, 66, 25]}]",adult,False,Item with weight 43kg or size 184cm must be shipped as cargo.,325
First,[],"[{'w': 0, 'dim': [57, 68, 28]}]",[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 8, 'dim': [44, 23, 15]}, {'w': 0, 'dim': [28, 34, 21]}]","[{'w': 16, 'dim': [79, 64, 50]}]","[{'w': 7, 'dim': [94, 43, 49]}, {'w': 9, 'dim': [96, 69, 49]}, {'w': 0, 'dim': [60, 66, 20]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [32, 34, 15]}]","[{'w': 20, 'dim': [52, 48, 27]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [49, 36, 17]}]","[{'w': 0, 'dim': [51, 45, 33]}]","[{'w': 0, 'dim': [72, 58, 45]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],"[{'w': 8, 'dim': [56, 51, 36]}, {'w': 18, 'dim': [79, 52, 35]}]","[{'w': 25, 'dim': [53, 49, 36]}, {'w': 64, 'dim': [100, 73, 41]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 1, 'dim': [43, 22, 24]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 2, 'dim': [60, 41, 39]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 8, 'dim': [26, 22, 22]}, {'w': 0, 'dim': [28, 25, 10]}]","[{'w': 0, 'dim': [63, 50, 31]}]","[{'w': 19, 'dim': [100, 41, 21]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 7, 'dim': [50, 28, 22]}]","[{'w': 55, 'dim': [65, 68, 42]}, {'w': 25, 'dim': [51, 62, 23]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [25, 33, 22]}]",[],"[{'w': 20, 'dim': [84, 33, 49]}]",adult,True,Checked luggage complies with the policy.,100
First,[],"[{'w': 0, 'dim': [90, 36, 40]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 13, 'dim': [26, 22, 14]}]",[],"[{'w': 11, 'dim': [68, 58, 30]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 15, 'dim': [63, 62, 29]}]",child,True,Checked luggage complies with the policy.,0
First,"[{'w': 7, 'dim': [41, 26, 18]}]",[],"[{'w': 15, 'dim': [86, 45, 34]}, {'w': 20, 'dim': [85, 59, 26]}, {'w': 10, 'dim': [74, 39, 40]}]",adult,True,Checked luggage complies with the policy.,200
Economy,"[{'w': 9, 'dim': [42, 37, 15]}, {'w': 0, 'dim': [24, 27, 23]}]","[{'w': 24, 'dim': [68, 54, 33]}, {'w': 0, 'dim': [67, 45, 23]}]",[],infant,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 0, 'dim': [87, 69, 47]}]",[],adult,True,Checked luggage complies with the policy.,0
