travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
First,"[{'w': 7, 'dim': [40, 37, 27]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [39, 30, 27]}]",[],"[{'w': 13, 'dim': [80, 30, 28]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 6, 'dim': [21, 27, 10]}, {'w': 4, 'dim': [42, 40, 27]}]","[{'w': 0, 'dim': [72, 51, 48]}]","[{'w': 16, 'dim': [91, 51, 49]}, {'w': 25, 'dim': [89, 35, 26]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 6, 'dim': [23, 20, 21]}, {'w': 0, 'dim': [28, 22, 28]}]","[{'w': 66, 'dim': [61, 31, 23]}, {'w': 12, 'dim': [51, 36, 20]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [43, 40, 12]}]","[{'w': 0, 'dim': [85, 67, 33]}, {'w': 55, 'dim': [63, 70, 49]}]","[{'w': 33, 'dim': [99, 77, 44]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 6, 'dim': [24, 38, 14]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 8, 'dim': [21, 28, 28]}]",[],"[{'w': 27, 'dim': [70, 73, 38]}, {'w': 21, 'dim': [87, 72, 39]}]",infant,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [47, 33, 12]}, {'w': 0, 'dim': [30, 29, 15]}]","[{'w': 21, 'dim': [69, 34, 47]}]","[{'w': 0, 'dim': [87, 77, 33]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 9, 'dim': [89, 80, 44]}]",adult,False,Item with weight 9kg or size 213cm must be shipped as cargo.,0
First,"[{'w': 0, 'dim': [22, 34, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 9, 'dim': [36, 38, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 9, 'dim': [20, 20, 10]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [20, 37, 27]}, {'w': 0, 'dim': [32, 36, 14]}]","[{'w': 0, 'dim': [59, 46, 39]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [26, 35, 11]}]","[{'w': 20, 'dim': [73, 41, 48]}, {'w': 10, 'dim': [81, 33, 36]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [30, 20, 30]}]","[{'w': 0, 'dim': [84, 65, 28]}, {'w': 37, 'dim': [89, 45, 46]}]",[],infant,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 2, 'dim': [45, 27, 12]}]","[{'w': 2, 'dim': [78, 61, 38]}, {'w': 88, 'dim': [74, 64, 40]}]","[{'w': 31, 'dim': [60, 58, 31]}, {'w': 39, 'dim': [77, 41, 44]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 21, 'dim': [28, 32, 20]}, {'w': 5, 'dim': [21, 25, 29]}]","[{'w': 54, 'dim': [58, 56, 44]}, {'w': 20, 'dim': [68, 55, 26]}]","[{'w': 14, 'dim': [68, 69, 37]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],"[{'w': 33, 'dim': [83, 45, 31]}, {'w': 13, 'dim': [70, 69, 22]}]",adult,False,Item with weight 33kg or size 159cm must be shipped as cargo.,175
First,"[{'w': 1, 'dim': [39, 28, 12]}]",[],"[{'w': 15, 'dim': [74, 58, 28]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [50, 26, 28]}, {'w': 16, 'dim': [44, 34, 14]}]","[{'w': 2, 'dim': [64, 34, 50]}]",[],infant,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 0, 'dim': [64, 49, 47]}]",child,True,Checked luggage complies with the policy.,100
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [41, 27, 15]}]","[{'w': 0, 'dim': [50, 37, 30]}, {'w': 10, 'dim': [65, 43, 38]}]","[{'w': 0, 'dim': [97, 76, 22]}, {'w': 0, 'dim': [53, 52, 20]}]",adult,True,Checked luggage complies with the policy.,100
First,[],"[{'w': 0, 'dim': [61, 44, 48]}, {'w': 1, 'dim': [50, 52, 38]}]","[{'w': 16, 'dim': [67, 76, 45]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 19, 'dim': [40, 35, 16]}]","[{'w': 43, 'dim': [52, 38, 29]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 13, 'dim': [87, 60, 34]}, {'w': 19, 'dim': [65, 62, 34]}]",[],infant,False,Exceeded carry-on weight limit.,0
First,[],[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 1, 'dim': [36, 24, 26]}, {'w': 9, 'dim': [48, 39, 11]}]","[{'w': 0, 'dim': [53, 32, 41]}]","[{'w': 9, 'dim': [65, 41, 42]}, {'w': 23, 'dim': [75, 71, 44]}, {'w': 9, 'dim': [73, 75, 50]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],"[{'w': 9, 'dim': [51, 68, 42]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],"[{'w': 0, 'dim': [53, 57, 37]}, {'w': 0, 'dim': [58, 67, 48]}]","[{'w': 47, 'dim': [55, 70, 39]}, {'w': 0, 'dim': [65, 51, 20]}]",adult,False,Item with weight 47kg or size 164cm must be shipped as cargo.,325
Business,"[{'w': 0, 'dim': [28, 39, 19]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 2, 'dim': [41, 22, 18]}, {'w': 0, 'dim': [40, 34, 28]}]",[],"[{'w': 0, 'dim': [69, 44, 36]}, {'w': 0, 'dim': [63, 40, 22]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 12, 'dim': [41, 28, 20]}]","[{'w': 21, 'dim': [58, 47, 23]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 14, 'dim': [77, 73, 23]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [34, 36, 18]}, {'w': 0, 'dim': [36, 22, 15]}]","[{'w': 0, 'dim': [76, 59, 31]}, {'w': 32, 'dim': [83, 42, 35]}]","[{'w': 43, 'dim': [69, 74, 31]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 16, 'dim': [67, 33, 41]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 14, 'dim': [45, 23, 14]}, {'w': 0, 'dim': [38, 24, 15]}]",[],"[{'w': 21, 'dim': [62, 56, 35]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 12, 'dim': [45, 34, 21]}, {'w': 20, 'dim': [38, 20, 29]}]","[{'w': 0, 'dim': [52, 59, 49]}, {'w': 0, 'dim': [89, 37, 43]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 11, 'dim': [21, 33, 10]}]","[{'w': 1, 'dim': [88, 58, 34]}]","[{'w': 2, 'dim': [51, 55, 49]}, {'w': 37, 'dim': [73, 66, 45]}]",adult,False,Item with weight 37kg or size 184cm must be shipped as cargo.,175
First,[],"[{'w': 16, 'dim': [59, 43, 45]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 0, 'dim': [55, 68, 26]}, {'w': 0, 'dim': [86, 57, 28]}]","[{'w': 0, 'dim': [72, 67, 39]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],"[{'w': 38, 'dim': [65, 64, 31]}]","[{'w': 0, 'dim': [56, 78, 47]}, {'w': 0, 'dim': [83, 61, 20]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 0, 'dim': [88, 69, 41]}, {'w': 0, 'dim': [64, 60, 47]}]",adult,True,Checked luggage complies with the policy.,200
First,"[{'w': 0, 'dim': [31, 36, 12]}, {'w': 0, 'dim': [47, 29, 24]}]","[{'w': 0, 'dim': [82, 64, 47]}, {'w': 29, 'dim': [70, 58, 48]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 0, 'dim': [78, 36, 43]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 13, 'dim': [20, 26, 15]}, {'w': 0, 'dim': [32, 20, 28]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 4, 'dim': [30, 27, 26]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 25, 'dim': [27, 29, 27]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 12, 'dim': [39, 31, 15]}, {'w': 14, 'dim': [31, 21, 23]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 3, 'dim': [23, 36, 16]}]",[],"[{'w': 29, 'dim': [87, 30, 26]}]",adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 23, 'dim': [56, 74, 31]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],[],"[{'w': 36, 'dim': [59, 33, 25]}, {'w': 27, 'dim': [81, 74, 41]}]",adult,False,Item with weight 36kg or size 117cm must be shipped as cargo.,75
Business,"[{'w': 7, 'dim': [47, 26, 16]}, {'w': 0, 'dim': [47, 28, 13]}]","[{'w': 0, 'dim': [66, 44, 27]}, {'w': 0, 'dim': [86, 35, 48]}]","[{'w': 9, 'dim': [60, 33, 40]}, {'w': 7, 'dim': [94, 51, 36]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 6, 'dim': [33, 25, 10]}, {'w': 7, 'dim': [26, 39, 14]}]","[{'w': 59, 'dim': [57, 61, 46]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],child,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 45, 'dim': [82, 46, 27]}]","[{'w': 0, 'dim': [70, 31, 22]}, {'w': 2, 'dim': [64, 68, 36]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 17, 'dim': [23, 35, 25]}, {'w': 0, 'dim': [29, 23, 14]}]","[{'w': 0, 'dim': [62, 58, 39]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [47, 32, 10]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 7, 'dim': [30, 31, 24]}, {'w': 0, 'dim': [32, 29, 26]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 9, 'dim': [27, 30, 23]}]",[],"[{'w': 0, 'dim': [52, 50, 25]}]",adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 38, 'dim': [63, 43, 33]}]","[{'w': 0, 'dim': [99, 33, 36]}, {'w': 20, 'dim': [71, 53, 38]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [22, 29, 11]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 31, 'dim': [50, 56, 25]}, {'w': 12, 'dim': [70, 64, 32]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [30, 30, 20]}, {'w': 1, 'dim': [23, 28, 15]}]","[{'w': 17, 'dim': [74, 60, 43]}, {'w': 12, 'dim': [88, 58, 29]}]","[{'w': 0, 'dim': [52, 79, 39]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [30, 40, 12]}, {'w': 0, 'dim': [25, 27, 19]}]","[{'w': 27, 'dim': [56, 50, 34]}]","[{'w': 0, 'dim': [61, 38, 39]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 7, 'dim': [44, 32, 22]}, {'w': 0, 'dim': [37, 27, 14]}]",[],"[{'w': 8, 'dim': [91, 77, 37]}, {'w': 23, 'dim': [91, 76, 34]}, {'w': 55, 'dim': [66, 74, 48]}]",adult,False,Item with weight 8kg or size 205cm must be shipped as cargo.,150
Economy,"[{'w': 5, 'dim': [44, 28, 29]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 4, 'dim': [47, 33, 29]}, {'w': 0, 'dim': [25, 21, 22]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 0, 'dim': [83, 65, 26]}, {'w': 0, 'dim': [68, 41, 24]}]","[{'w': 0, 'dim': [75, 60, 48]}, {'w': 15, 'dim': [98, 43, 27]}]",adult,True,Checked luggage complies with the policy.,200
First,"[{'w': 10, 'dim': [50, 35, 20]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 17, 'dim': [31, 32, 11]}, {'w': 0, 'dim': [20, 28, 30]}]","[{'w': 22, 'dim': [69, 67, 32]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 12, 'dim': [29, 33, 21]}, {'w': 13, 'dim': [30, 37, 30]}]","[{'w': 0, 'dim': [89, 54, 25]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [43, 24, 12]}, {'w': 9, 'dim': [39, 30, 25]}]","[{'w': 4, 'dim': [53, 33, 27]}, {'w': 7, 'dim': [54, 58, 24]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],"[{'w': 6, 'dim': [66, 66, 29]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 7, 'dim': [47, 29, 26]}, {'w': 2, 'dim': [40, 30, 19]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 38, 'dim': [80, 49, 26]}, {'w': 0, 'dim': [88, 42, 22]}]","[{'w': 11, 'dim': [51, 47, 47]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 27, 'dim': [54, 68, 30]}, {'w': 14, 'dim': [52, 30, 36]}]","[{'w': 21, 'dim': [96, 78, 42]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 10, 'dim': [30, 26, 17]}, {'w': 0, 'dim': [30, 34, 23]}]","[{'w': 0, 'dim': [67, 70, 42]}]","[{'w': 32, 'dim': [81, 76, 21]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [34, 35, 23]}]","[{'w': 0, 'dim': [90, 37, 49]}]","[{'w': 29, 'dim': [85, 65, 49]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 13, 'dim': [36, 24, 26]}]",[],"[{'w': 0, 'dim': [75, 55, 49]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 3, 'dim': [54, 66, 39]}]",[],child,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 33, 'dim': [50, 76, 38]}, {'w': 0, 'dim': [92, 77, 41]}, {'w': 25, 'dim': [98, 60, 27]}]",child,False,Item with weight 33kg or size 164cm must be shipped as cargo.,475
First,"[{'w': 3, 'dim': [23, 27, 26]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 14, 'dim': [26, 23, 25]}, {'w': 0, 'dim': [28, 34, 27]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [29, 28, 27]}]","[{'w': 29, 'dim': [50, 67, 24]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 28, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 5, 'dim': [37, 38, 22]}]","[{'w': 0, 'dim': [68, 59, 23]}]","[{'w': 5, 'dim': [79, 38, 24]}, {'w': 26, 'dim': [55, 71, 48]}]",child,True,Checked luggage complies with the policy.,325
Business,[],"[{'w': 0, 'dim': [53, 67, 34]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 39, 'dim': [52, 52, 32]}, {'w': 27, 'dim': [71, 52, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 0, 'dim': [57, 63, 27]}, {'w': 43, 'dim': [82, 69, 25]}]",child,False,Item with weight 43kg or size 176cm must be shipped as cargo.,325
Business,"[{'w': 0, 'dim': [24, 29, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [28, 25, 15]}, {'w': 12, 'dim': [33, 27, 28]}]","[{'w': 0, 'dim': [72, 31, 31]}]",[],infant,False,Carry-on bag exceeds size limits.,0
Economy,[],[],[],infant,True,Checked luggage complies with the policy.,0
Business,"[{'w': 1, 'dim': [35, 24, 14]}, {'w': 0, 'dim': [31, 35, 16]}]",[],[],infant,True,Checked luggage complies with the policy.,0
Business,"[{'w': 8, 'dim': [35, 32, 11]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [43, 28, 19]}, {'w': 5, 'dim': [35, 24, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 49, 'dim': [66, 50, 28]}]","[{'w': 0, 'dim': [93, 49, 22]}, {'w': 26, 'dim': [85, 59, 32]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 4, 'dim': [48, 39, 23]}, {'w': 14, 'dim': [38, 21, 17]}]","[{'w': 105, 'dim': [89, 39, 31]}, {'w': 0, 'dim': [74, 48, 32]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 14, 'dim': [47, 31, 12]}, {'w': 0, 'dim': [35, 38, 16]}]","[{'w': 56, 'dim': [84, 31, 42]}]","[{'w': 0, 'dim': [53, 39, 27]}, {'w': 25, 'dim': [68, 38, 26]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],"[{'w': 0, 'dim': [65, 79, 40]}]",child,True,Checked luggage complies with the policy.,100
Economy,[],[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 1, 'dim': [46, 22, 12]}]","[{'w': 70, 'dim': [53, 61, 27]}]","[{'w': 0, 'dim': [75, 35, 46]}, {'w': 45, 'dim': [95, 59, 42]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 11, 'dim': [49, 20, 21]}]","[{'w': 11, 'dim': [80, 31, 28]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 7, 'dim': [24, 29, 18]}, {'w': 7, 'dim': [22, 36, 11]}]","[{'w': 0, 'dim': [59, 35, 43]}, {'w': 53, 'dim': [56, 70, 23]}]","[{'w': 30, 'dim': [99, 56, 27]}, {'w': 0, 'dim': [61, 57, 32]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 1, 'dim': [28, 32, 23]}]","[{'w': 0, 'dim': [66, 53, 32]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],[],infant,True,Checked luggage complies with the policy.,0
Business,"[{'w': 20, 'dim': [34, 35, 23]}]","[{'w': 4, 'dim': [86, 40, 21]}]","[{'w': 24, 'dim': [83, 74, 37]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 14, 'dim': [87, 46, 38]}, {'w': 70, 'dim': [87, 69, 43]}]","[{'w': 0, 'dim': [60, 67, 32]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [31, 39, 12]}, {'w': 0, 'dim': [25, 20, 19]}]","[{'w': 0, 'dim': [86, 58, 43]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 6, 'dim': [24, 30, 10]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 2, 'dim': [29, 37, 13]}]","[{'w': 0, 'dim': [88, 70, 32]}]","[{'w': 44, 'dim': [90, 40, 35]}, {'w': 23, 'dim': [93, 53, 44]}]",adult,False,Item with weight 44kg or size 165cm must be shipped as cargo.,175
Economy,"[{'w': 14, 'dim': [33, 35, 20]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 10, 'dim': [27, 20, 27]}]",[],"[{'w': 0, 'dim': [56, 80, 31]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 6, 'dim': [33, 33, 26]}]",[],"[{'w': 16, 'dim': [66, 36, 38]}, {'w': 0, 'dim': [84, 44, 39]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [49, 35, 26]}, {'w': 0, 'dim': [43, 23, 23]}]","[{'w': 0, 'dim': [89, 58, 39]}, {'w': 31, 'dim': [54, 38, 24]}]","[{'w': 18, 'dim': [55, 54, 47]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],"[{'w': 0, 'dim': [72, 68, 20]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 28, 'dim': [50, 32, 41]}, {'w': 0, 'dim': [59, 69, 43]}]","[{'w': 16, 'dim': [52, 74, 35]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 11, 'dim': [30, 28, 20]}, {'w': 1, 'dim': [27, 35, 13]}]","[{'w': 42, 'dim': [84, 59, 26]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 13, 'dim': [28, 38, 29]}]","[{'w': 0, 'dim': [72, 30, 30]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [20, 30, 27]}, {'w': 11, 'dim': [21, 25, 19]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 12, 'dim': [43, 26, 18]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 1, 'dim': [42, 22, 20]}]","[{'w': 0, 'dim': [88, 65, 39]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 22, 'dim': [20, 25, 11]}]",[],"[{'w': 36, 'dim': [65, 61, 45]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 14, 'dim': [44, 25, 10]}, {'w': 19, 'dim': [31, 22, 24]}]","[{'w': 0, 'dim': [50, 61, 38]}]","[{'w': 18, 'dim': [93, 55, 36]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 19, 'dim': [37, 40, 14]}]","[{'w': 0, 'dim': [90, 48, 45]}]","[{'w': 27, 'dim': [61, 47, 40]}, {'w': 8, 'dim': [62, 46, 26]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [38, 40, 27]}, {'w': 17, 'dim': [28, 27, 30]}]","[{'w': 0, 'dim': [68, 37, 22]}]","[{'w': 5, 'dim': [72, 46, 28]}, {'w': 22, 'dim': [93, 51, 39]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 8, 'dim': [24, 26, 15]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 20, 'dim': [98, 52, 28]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 13, 'dim': [47, 27, 26]}]",[],"[{'w': 26, 'dim': [58, 63, 50]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 18, 'dim': [22, 27, 12]}]","[{'w': 0, 'dim': [56, 46, 33]}, {'w': 47, 'dim': [50, 44, 29]}]","[{'w': 0, 'dim': [74, 55, 47]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [35, 22, 21]}, {'w': 0, 'dim': [22, 29, 10]}]","[{'w': 0, 'dim': [55, 61, 20]}]",[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [50, 25, 24]}, {'w': 0, 'dim': [34, 31, 26]}]",[],"[{'w': 9, 'dim': [73, 34, 22]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 11, 'dim': [26, 36, 12]}, {'w': 0, 'dim': [31, 35, 10]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 19, 'dim': [83, 70, 47]}, {'w': 55, 'dim': [61, 72, 36]}]",adult,False,Item with weight 55kg or size 169cm must be shipped as cargo.,425
First,"[{'w': 0, 'dim': [47, 36, 21]}]","[{'w': 0, 'dim': [64, 70, 37]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [29, 27, 16]}]",[],[],child,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 37, 'dim': [57, 31, 22]}, {'w': 0, 'dim': [52, 44, 50]}]",adult,False,Item with weight 37kg or size 110cm must be shipped as cargo.,75
Economy,[],[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [46, 34, 20]}]","[{'w': 7, 'dim': [73, 60, 36]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [39, 35, 23]}, {'w': 0, 'dim': [22, 32, 25]}]","[{'w': 0, 'dim': [86, 42, 28]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 9, 'dim': [41, 26, 22]}]","[{'w': 0, 'dim': [66, 42, 41]}, {'w': 2, 'dim': [88, 70, 36]}]","[{'w': 0, 'dim': [90, 48, 23]}]",adult,True,Checked luggage complies with the policy.,100
First,[],"[{'w': 63, 'dim': [74, 44, 50]}, {'w': 0, 'dim': [63, 53, 27]}]","[{'w': 5, 'dim': [88, 68, 34]}]",infant,False,Exceeded carry-on weight limit.,0
First,"[{'w': 6, 'dim': [20, 29, 28]}, {'w': 0, 'dim': [37, 22, 25]}]","[{'w': 42, 'dim': [90, 56, 25]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [34, 39, 20]}, {'w': 14, 'dim': [22, 28, 26]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [42, 32, 24]}]","[{'w': 0, 'dim': [65, 60, 31]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 6, 'dim': [22, 32, 12]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [89, 62, 31]}, {'w': 16, 'dim': [81, 59, 31]}]","[{'w': 13, 'dim': [69, 76, 41]}, {'w': 30, 'dim': [100, 61, 47]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 8, 'dim': [24, 36, 23]}]","[{'w': 0, 'dim': [63, 41, 29]}]","[{'w': 25, 'dim': [62, 75, 46]}, {'w': 15, 'dim': [57, 74, 25]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 8, 'dim': [48, 37, 23]}]",[],"[{'w': 0, 'dim': [69, 40, 36]}, {'w': 23, 'dim': [54, 51, 42]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 2, 'dim': [31, 34, 29]}]","[{'w': 43, 'dim': [89, 61, 38]}, {'w': 0, 'dim': [83, 37, 33]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [31, 24, 20]}, {'w': 0, 'dim': [44, 30, 17]}]","[{'w': 0, 'dim': [73, 53, 36]}, {'w': 2, 'dim': [76, 61, 49]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 10, 'dim': [50, 38, 15]}]",[],"[{'w': 0, 'dim': [89, 55, 40]}]",adult,True,Checked luggage complies with the policy.,100
